Unnamed: 0,image,discriminator_score,race,hair_length,red_mean,green_mean,blue_mean,luminance
352,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/397_cropped.png,167.72354125976562,white,long,140.83789,111.56838,94.1194,0.45699564
353,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/869_cropped.png,127.36280822753906,white,long,80.72286,58.38773,48.61661,0.24483372
354,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/358_cropped.png,163.1551513671875,white,long,177.68488,166.31535,161.234,0.6602613
355,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/642_cropped.png,127.0155258178711,white,long,55.446655,46.39456,40.92668,0.18794143
356,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/624_cropped.png,62.0859489440918,white,long,83.48508,83.48508,83.48508,0.32739246
357,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/918_cropped.png,146.3341522216797,white,long,84.85016,70.38561,62.98552,0.28599113
358,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/671_cropped.png,177.15618896484375,white,long,169.5729,142.3231,125.109825,0.5759848
359,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/637_cropped.png,156.23681640625,white,long,127.51708,111.67256,98.66125,0.44746357
360,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/531_cropped.png,120.51870727539062,white,long,133.5011,133.34897,133.43565,0.5230886
361,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/302_cropped.png,149.12045288085938,white,long,153.74803,93.72519,89.19295,0.41632637
362,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/211_cropped.png,94.30328369140624,white,long,87.3165,87.3165,87.3165,0.3424177
363,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/442_cropped.png,158.5832061767578,white,long,109.11341,100.28717,95.22002,0.39921
364,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/4_cropped.png,169.7135772705078,white,long,152.35143,131.74419,111.86725,0.52820486
365,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/455_cropped.png,188.6073760986328,white,long,222.56422,178.35637,153.0492,0.7291439
366,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/40_cropped.png,167.86187744140625,white,long,173.8939,170.02066,165.22203,0.66861993
367,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/578_cropped.png,132.17478942871094,white,long,154.77199,117.44406,102.07338,0.48734644
368,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/193_cropped.png,147.5514373779297,white,long,202.59184,191.98756,165.42291,0.75421816
369,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/588_cropped.png,178.34751892089844,white,long,182.81984,135.05586,119.82715,0.5651561
370,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/347_cropped.png,172.1119842529297,white,long,206.4292,203.08888,194.88669,0.7968914
371,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/382_cropped.png,183.4745330810547,white,long,165.65016,129.53198,114.51054,0.53383994
372,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/201_cropped.png,107.93170928955078,white,long,62.881245,66.67505,68.2566,0.25875434
373,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/537_cropped.png,158.75070190429688,white,long,181.31926,181.31926,181.31926,0.71105605
374,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/803_cropped.png,79.3491439819336,white,long,95.81774,93.533424,87.590485,0.3670209
375,images/AtypicalFaces/rbg_images/WomenFacesCropped/WhiteWomenLongHairCropped/485_cropped.png,190.80740356445312,white,long,196.7129,183.23233,174.09715,0.7272157
