image.num,stim.race,stim.gen,hair_length,stim.num,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity.1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity.2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity.3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity.4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity.5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity.6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity.7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity.8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity.9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity.10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity.11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity.12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity.13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity.14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity.15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity.16,Femininity.16,Hair.16
796,short,m,short,95.png,161.3482666,153.85535,119.297485,97.45632,0.49047327,4,Black,,5,4,1,7,1,1,5,Black,,4,3,1,6,1,2,4,Black,,3,6,1,7,1,1,5,Black,,5,2,1,7,1,1,6,Black,,4,2,2,6,2,1,3,White,,2,6,2,7,1,1,4,Black,,7,1,1,7,1,1,4,Black,,7,1,1,7,1,1,3,Not listed,Middle-Eastern,2,2,5,7,1,2,3,Black,,5,1,2,7,1,1,5,Black,,5,2,2,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
797,short,m,short,96.png,168.155426,196.67125,186.47664,180.4601,0.7380805,6,Black,,7,2,1,6,1,2,6,Black,,NA,2,1,5,2,4,7,Black,,7,1,1,6,1,1,6,Black,,6,2,2,6,2,4,7,Black,,7,1,1,7,1,3,6,Black,,7,1,1,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
798,short,m,short,97.png,122.8603668,108.48233,120.120445,49.82878,0.4414607,6,Black,,6,1,1,7,1,1,NA,Black,,7,1,7,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
799,short,m,short,98.png,155.5531616,129.33243,115.8556,110.0182,0.4639234,7,Black,,7,3,3,7,1,1,7,Black,,7,2,1,6,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
800,short,m,short,99.png,165.0549622,128.9704,114.79301,100.14416,0.45784682,6,Black,,6,2,2,5,3,1,2,Black,,4,3,4,5,2,1,7,Black,,7,1,1,6,1,1,7,Black,,7,1,1,7,1,1,6,Black,,6,3,1,5,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
801,short,w,short,1.png,178.1419373,191.29155,191.29155,191.29155,0.750163,6,Black,,6,2,2,2,6,1,4,Black,,5,4,2,2,6,1,5,Black,,6,1,1,2,5,2,4,Native Hawaiian or Other Pacific Islander,,1,6,1,4,4,1,6,Black,,7,1,1,1,7,1,5,Black,,6,2,1,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
802,short,w,short,10.png,145.1326141,115.50848,106.6124,101.48483,0.42405605,5,Black,,6,2,1,1,7,1,6,Black,,6,1,1,1,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
803,short,w,short,103.png,167.3983612,217.26949,203.2824,194.11188,0.8062559,5,Black,,6,2,1,5,2,1,4,Black,,4,4,1,2,5,1,6,Black,,7,1,2,5,1,1,6,Black,,7,1,1,6,2,1,4,Native Hawaiian or Other Pacific Islander,,4,3,3,5,3,1,6,Black,,6,2,3,3,6,1,6,Black,,7,1,1,4,1,2,6,Black,,7,1,1,7,1,NA,7,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
804,short,w,short,104.png,131.3045044,66.37704,56.87578,46.57077,0.2280499,5,Black,,6,2,2,6,2,2,6,Black,,6,1,1,6,1,2,5,Black,,7,1,1,7,1,1,3,Black,,5,3,1,2,6,2,4,Black,,5,2,2,7,1,1,5,Black,,6,1,1,7,1,1,6,Black,,7,2,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
805,short,w,short,106.png,122.7001877,101.76329,91.927895,94.281944,0.36937058,6,Black,,6,2,2,2,6,2,6,Black,,5,4,4,4,5,2,6,Black,,7,1,1,1,7,NA,6,Black,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
806,short,w,short,108.png,185.1376648,214.1565,205.78714,197.55711,0.81165934,4,Black,,7,1,1,2,6,1,5,Black,,6,2,1,1,6,2,3,Black,,7,1,1,1,7,1,6,Black,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
807,short,w,short,112.png,149.4125519,146.3485,141.18294,123.46445,0.5529522,6,Black,,7,1,1,7,1,2,6,Black,,7,1,1,6,2,2,6,Black,,6,1,1,NA,2,2,6,Black,,6,4,1,3,3,2,6,Black,,7,1,1,5,2,2,7,Black,,7,1,1,6,1,2,7,Black,,6,4,1,7,1,2,6,Black,,6,1,1,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
808,short,w,short,113.png,116.3429184,120.10834,99.028366,76.409134,0.39952573,5,Black,,6,1,3,1,7,1,5,Native Hawaiian or Other Pacific Islander,,4,4,2,2,6,1,4,Black,,7,1,1,1,7,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
809,short,w,short,116.png,123.2287521,100.25221,100.25221,100.25221,0.39314598,6,Black,,7,1,1,7,1,2,5,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,6,Black,,7,2,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
810,short,w,short,117.png,189.8764191,101.039024,72.41174,63.978184,0.30545607,6,Black,,7,2,1,3,6,1,NA,Black,,7,1,1,1,7,1,6,Black,,7,2,1,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
811,short,w,short,119.png,139.9524078,123.36865,115.03246,113.89764,0.4577389,5,Black,,5,2,2,3,5,2,5,Black,,6,1,1,1,6,1,6,Black,,7,1,1,1,7,1,5,Black,,5,2,1,1,6,2,4,Black,Black,7,1,1,NA,6,1,6,Black,,6,2,1,2,6,2,4,Black,,7,3,1,3,3,4,6,Black,,7,3,1,1,7,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
812,short,w,short,12.png,159.017746,160.0273,124.90829,111.55109,0.5153455,7,Black,,7,1,1,2,7,3,4,Black,,6,3,1,4,5,3,4,Black,,5,1,1,1,7,3,5,Black,,3,2,1,1,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
813,short,w,short,120.png,157.114563,181.71886,163.97958,155.45622,0.6554396,2,White,,1,7,3,7,1,2,2,White,,1,3,2,3,1,2,3,Asian,,1,1,5,7,1,1,2,Asian,,1,2,7,7,1,2,1,White,,2,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
814,short,w,short,121.png,177.9460907,171.64906,150.26114,138.9525,0.60389656,3,Black,,3,3,1,5,2,2,5,Black,,6,3,2,5,4,2,5,Black,,5,3,1,6,2,1,2,White,hispanic,1,1,1,7,1,1,3,Black,,NA,2,2,3,3,1,4,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
815,short,w,short,122.png,137.7728729,92.56631,74.733536,61.964355,0.3043314,2,White,,1,7,1,1,7,1,4,White,,1,7,1,5,3,1,1,White,,1,7,1,5,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
816,short,w,short,123.png,166.7288513,199.5192,145.67966,123.63861,0.60995734,6,Black,,7,1,1,1,7,2,6,Black,,5,3,2,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
817,short,w,short,124.png,202.006073,157.57936,111.59293,96.37059,0.471664,3,Native Hawaiian or Other Pacific Islander,,6,2,2,1,NA,1,5,Black,,7,1,1,1,5,1,6,Black,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
818,short,w,short,127.png,164.08461,171.04776,145.76463,137.36154,0.59033406,2,Black,,3,6,2,1,7,3,5,Black,,6,2,1,2,7,2,5,Black,,7,1,1,1,7,5,5,Black,,7,3,3,3,5,2,4,Black,,6,2,1,1,7,2,4,Black,,5,1,1,1,6,2,5,Black,,4,4,2,2,7,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
819,short,w,short,128.png,187.792038,224.38362,188.52248,144.72064,0.75681555,5,Black,,7,1,1,1,7,3,5,Black,,7,2,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
820,short,w,short,13.png,165.4621429,151.18126,141.4544,139.04669,0.56215394,7,Black,,7,1,1,3,5,1,6,Black,,7,1,1,1,7,2,7,Black,,7,1,1,1,7,1,7,Black,,7,1,1,6,2,1,7,Black,,7,1,1,2,7,NA,7,Black,,7,1,1,3,6,1,7,Black,,7,1,1,1,5,1,7,Black,,7,1,1,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
821,short,w,short,134.png,161.1963348,142.59142,121.69355,113.25859,0.4922712,6,Black,,7,3,1,1,6,1,5,Black,,7,1,2,3,6,1,3,Black,,5,3,2,2,6,1,6,Black,,6,2,1,1,7,1,5,Black,,6,1,1,2,6,1,5,Black,,6,2,1,1,NA,1,5,Black,,6,2,2,2,7,1,6,Black,,6,1,1,2,6,1,5,Black,,5,2,1,3,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
822,short,w,short,135.png,186.4532166,179.44992,144.154,115.624176,0.58667237,5,Black,,5,1,1,1,7,5,5,Black,,6,1,1,1,7,4,5,Black,,5,2,1,3,5,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
823,short,w,short,136.png,157.114563,181.71886,163.97958,155.45622,0.6554396,5,Black,,7,1,1,7,1,1,7,Black,,6,2,2,6,2,1,6,Black,,7,1,1,7,1,3,6,Black,,6,2,2,6,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
824,short,w,short,14.png,145.7699127,147.44629,131.78714,123.266525,0.52746063,6,Black,,7,1,1,1,6,1,3,Black,,6,2,3,3,6,1,5,Black,,7,1,1,1,4,1,5,Black,,7,2,2,1,5,1,5,Black,,7,2,1,1,6,2,4,Black,,5,2,1,1,7,1,1,Black,,7,1,1,2,6,1,5,Black,,5,2,1,1,7,1,5,Black,,7,1,1,1,7,1,6,Black,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
825,short,w,short,140.png,193.341156,199.43271,165.76689,154.00555,0.67481506,5,Black,,5,2,2,3,6,4,6,Black,,7,1,1,1,7,1,5,Black,,7,1,2,1,7,1,4,Black,,5,3,2,1,6,2,5,Black,,7,3,1,1,7,4,5,Black,,6,2,1,1,7,2,5,Black,,5,1,1,1,6,5,3,Black,,6,2,1,1,7,1,4,Black,,5,2,1,1,5,2,3,Black,,5,3,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
826,short,w,short,141.png,146.53685,107.284615,83.347404,73.79203,0.34411204,6,Black,,7,1,1,2,5,4,5,Black,,6,2,1,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
827,short,w,short,143.png,180.2269287,137.94423,110.90101,101.06954,0.4546776,5,Black,,7,1,1,1,6,4,6,Black,,7,1,1,1,7,4,4,Black,,7,1,1,1,5,4,6,Black,,6,2,1,4,4,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
