,X,stim.race,stim.gen,hairlength,stim.num,fullstimname,men.low.agree,dup,matches_prompt,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity_1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity_2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity_3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity_4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity_5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity_6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity_7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity_8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity_9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity_10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity_11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity_12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity_13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity_14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity_15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity_16,Femininity.16,Hair.16
30,67,Asian,men,long,69.png,aml69.png,No,No,Yes,162.1285858,167.44957,165.09212,156.60945,0.64698535,2,American Indian or Alaska Native,,1,4,6,7,1,5,1,Asian,,1,1,7,7,1,4,1,Asian,,1,1,7,6,1,5,4,Native Hawaiian or Other Pacific Islander,,1,1,6,6,1,6,1,Asian,,1,1,7,7,1,5,3,Asian,,1,1,7,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,68,Asian,men,long,7.png,aml7.png,No,No,Yes,154.7084351,111.71867,81.48384,70.30966,0.341598,3,Native Hawaiian or Other Pacific Islander,,1,1,6,6,1,4,4,Native Hawaiian or Other Pacific Islander,,1,1,3,6,1,3,5,Black or African-American,,1,3,5,NA,3,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,69,Asian,men,long,70.png,aml70.png,No,No,Yes,128.4566193,140.59216,133.95343,131.57297,0.5301706,1,Asian,,1,2,7,4,5,4,1,Asian,,1,3,1,7,1,2,3,Asian,,1,2,6,2,6,2,1,Asian,,1,3,6,6,4,6,2,Asian,,1,1,7,6,2,5,3,Native Hawaiian or Other Pacific Islander,,1,1,7,4,4,2,1,Asian,,1,2,5,6,1,6,2,Asian,,1,1,7,7,1,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,70,Asian,men,long,71.png,aml71.png,No,No,Yes,160.0761261,166.10535,128.20007,123.4231,0.53300655,3,Native Hawaiian or Other Pacific Islander,,1,1,7,7,1,6,3,Native Hawaiian or Other Pacific Islander,,1,2,2,7,1,5,4,Asian,,4,2,6,7,1,1,5,Native Hawaiian or Other Pacific Islander,,1,2,6,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,71,Asian,men,long,72.png,aml72.png,No,No,Yes,134.7191315,93.77399,65.473335,55.06018,0.27741396,4,Native Hawaiian or Other Pacific Islander,,1,3,7,5,3,4,5,Native Hawaiian or Other Pacific Islander,,2,2,5,6,1,6,2,Asian,,1,1,6,5,1,4,4,Native Hawaiian or Other Pacific Islander,,1,1,4,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,72,Asian,men,long,73.png,aml73.png,No,No,Yes,103.6783676,112.04541,87.86171,75.68337,0.3612784,2,Asian,,1,2,6,3,5,5,5,Asian,,1,1,7,5,5,6,2,Asian,,1,2,6,2,7,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,74,Asian,men,long,75.png,aml75.png,No,No,Yes,183.7322845,121.24582,108.71242,99.08221,0.43405065,3,Asian,,1,2,7,6,2,6,6,American Indian or Alaska Native,,1,1,1,1,6,7,3,Asian,,1,1,7,5,3,6,3,Asian,,1,3,5,6,2,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,75,Asian,men,long,76.png,aml76.png,No,No,Yes,119.4059753,105.04661,114.1572,129.47864,0.44441324,5,Asian,,2,3,6,5,2,2,3,Asian,,1,1,7,7,1,1,2,Asian,,1,2,7,6,2,4,3,Asian,,1,1,6,6,1,2,1,Asian,,1,5,7,7,1,3,1,Asian,,1,3,7,7,1,3,3,Asian,,1,1,7,5,1,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,76,Asian,men,long,77.png,aml77.png,No,No,Yes,168.155426,196.67125,186.47664,180.4601,0.7380805,1,Asian,,1,1,7,6,1,1,1,White,,1,5,2,7,1,3,4,Asian,,1,2,6,7,1,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,78,Asian,men,long,79.png,aml79.png,No,No,Yes,148.0476379,141.05977,120.71898,127.15757,0.49219432,2,Asian,,1,1,7,5,4,6,2,Native Hawaiian or Other Pacific Islander,,1,2,7,6,2,5,4,Asian,,NA,3,6,6,2,7,2,Asian,,1,1,7,6,2,6,2,Asian,,1,1,7,7,1,3,2,Asian,,1,2,6,6,1,4,1,Asian,,1,3,5,1,5,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,79,Asian,men,long,8.png,aml8.png,No,No,Yes,173.2068329,117.52995,112.97027,102.60378,0.44388956,2,Asian,,1,2,6,6,2,6,3,Asian,,1,1,7,6,2,4,1,Asian,,1,3,7,3,6,7,2,Asian,,1,1,6,5,5,5,1,White,,2,6,2,7,2,7,1,Asian,,1,1,7,7,1,7,2,Asian,,1,2,7,4,4,7,2,American Indian or Alaska Native,,1,3,5,6,1,7,2,Asian,,1,2,7,5,3,6,1,Asian,NA,1,1,7,5,3,7,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,80,Asian,men,long,80.png,aml80.png,No,No,Yes,157.1582489,185.5313,178.02898,170.96074,0.70240945,2,Asian,,1,3,6,3,4,5,3,Asian,,1,1,7,4,4,4,3,Asian,,1,2,7,6,2,3,2,American Indian or Alaska Native,,1,1,2,4,2,4,2,Native Hawaiian or Other Pacific Islander,,1,1,7,3,2,2,2,Asian,,2,2,6,6,3,5,2,Asian,,1,1,7,7,2,2,3,Asian,,1,1,6,6,1,4,3,Asian,,1,1,7,7,3,3,2,Asian,NA,1,1,7,4,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,86,Asian,men,long,86.png,aml86.png,No,No,Yes,141.9042816,150.28339,156.33527,150.78328,0.6064608,3,Asian,,1,1,7,5,2,3,1,Asian,,1,7,1,7,1,1,2,Asian,,1,1,6,4,1,5,2,Asian,,1,1,7,6,1,2,4,Not listed,Hispanic,1,5,4,6,2,3,2,Asian,,1,3,6,5,3,4,1,Asian,,1,1,7,4,4,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,89,Asian,men,long,89.png,aml89.png,No,No,Yes,168.155426,196.67125,186.47664,180.4601,0.7380805,2,White,,5,4,5,3,5,5,3,Asian,,1,1,7,3,5,7,2,Asian,,1,1,4,6,1,7,2,Asian,,1,2,7,4,5,5,2,Asian,,1,2,7,5,2,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,90,Asian,men,long,9.png,aml9.png,No,No,Yes,122.2094574,128.21208,115.35554,112.43235,0.46226978,2,Asian,,1,1,6,5,3,5,2,Asian,,1,1,7,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,92,Asian,men,long,91.png,aml91.png,No,No,Yes,170.4421082,188.52455,179.83124,173.9545,0.7108076,3,Asian,,1,1,7,5,1,3,2,Asian,,1,4,5,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,94,Asian,men,long,93.png,aml93.png,No,No,Yes,144.64534,191.14874,185.18707,177.14769,0.7289207,3,Asian,,1,2,6,4,3,4,2,Asian,,1,4,4,7,1,5,1,Asian,,1,1,7,5,2,7,1,Asian,,1,2,5,7,1,4,1,Asian,,1,5,6,7,1,6,1,Asian,,1,2,6,7,1,5,2,Asian,,1,2,7,6,2,4,1,Asian,,1,1,7,7,1,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,95,Asian,men,long,94.png,aml94.png,No,No,Yes,155.5531616,129.33243,115.8556,110.0182,0.4639234,3,American Indian or Alaska Native,,1,1,4,1,4,7,1,Asian,,1,2,6,7,1,6,1,Asian,,1,2,6,5,2,7,5,American Indian or Alaska Native,,1,1,5,4,4,7,2,Asian,,1,3,5,5,2,6,2,Asian,,1,1,7,2,6,6,3,Asian,,1,1,7,5,3,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,98,Asian,men,long,97.png,aml97.png,No,No,Yes,131.2228241,98.062294,87.071175,83.22075,0.34953257,2,Asian,,1,3,3,7,1,7,2,Asian,,1,1,7,7,1,7,4,Asian,,1,1,7,7,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,99,Asian,men,long,98.png,aml98.png,No,No,Yes,134.3583679,146.91113,132.27081,125.33119,0.52895504,2,Asian,,1,3,6,2,3,4,3,Asian,,2,3,7,6,4,4,4,Asian,,2,2,6,5,2,4,2,Asian,,1,1,7,7,1,3,3,Asian,,1,1,7,6,2,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,100,Asian,men,long,99.png,aml99.png,No,No,Yes,184.9152374,110.76264,81.46061,68.40995,0.34019786,1,Asian,,1,7,1,5,3,7,3,Asian,,1,2,6,6,2,7,5,Asian,,1,4,4,6,1,6,4,Asian,,1,1,7,7,1,3,2,Asian,,1,1,7,7,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,101,Asian,men,short,1.png,ams1.png,No,No,Yes,174.1715851,188.05606,169.28236,167.06174,0.67888135,4,Asian,,3,1,5,5,2,1,4,Asian,,1,1,7,1,1,1,3,Asian,,1,1,7,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,102,Asian,men,short,10.png,ams10.png,No,No,Yes,168.5627136,133.83156,121.264366,116.965576,0.48481095,3,Asian,,1,2,6,4,2,1,1,Asian,,1,1,7,7,1,1,3,Asian,,1,2,6,6,2,2,2,Asian,,1,1,7,6,2,2,1,Asian,,1,1,7,7,1,2,1,Asian,,1,1,7,7,1,1,3,Asian,,1,3,6,6,2,2,2,Asian,,1,2,6,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,103,Asian,men,short,100.png,ams100.png,No,No,Yes,128.8761444,104.565636,105.18365,104.22744,0.41169888,2,Asian,,1,1,7,5,4,4,2,Asian,,1,1,7,6,1,3,3,Asian,,1,1,7,7,1,2,2,Asian,,1,2,6,5,1,2,2,Asian,,1,2,7,7,1,3,3,Asian,,1,2,6,6,2,3,2,Asian,,1,2,6,7,1,2,2,Asian,,1,1,7,6,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,107,Asian,men,short,14.png,ams14.png,No,No,Yes,142.4940948,104.09173,87.582115,77.64954,0.3544173,2,Asian,,1,1,7,7,1,2,1,Asian,,1,1,7,5,1,1,3,Not listed,,3,3,4,5,3,1,2,Asian,,1,1,7,4,1,1,3,Asian,,1,2,7,5,3,1,3,Asian,,1,1,7,7,1,5,4,Asian,,1,1,4,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,108,Asian,men,short,15.png,ams15.png,No,No,Yes,148.0990448,151.17712,127.67972,103.3212,0.5134079,5,Asian,,1,2,6,7,1,2,4,Asian,,1,1,6,5,1,1,4,Asian,,1,1,6,6,1,2,3,Asian,,1,3,6,6,2,1,3,Asian,,1,1,7,7,1,2,4,Asian,,1,2,6,5,1,2,3,Asian,,1,1,5,7,1,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,112,Asian,men,short,19.png,ams19.png,No,No,Yes,206.1233063,155.08916,135.5438,123.68754,0.5444896,1,Asian,,1,2,4,3,3,2,1,Asian,,1,1,7,7,1,2,2,Asian,,1,1,7,7,1,2,1,Asian,,1,1,7,3,5,3,3,Asian,,1,1,4,3,4,2,1,Asian,,1,5,5,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,113,Asian,men,short,2.png,ams2.png,No,No,Yes,171.6199493,155.98611,148.48752,142.56201,0.5868808,3,Native Hawaiian or Other Pacific Islander,,3,2,5,4,3,2,2,Asian,,2,3,1,6,1,3,4,Asian,,1,1,6,5,1,4,1,Asian,,1,1,7,1,1,3,3,Asian,,1,1,7,7,1,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,117,Asian,men,short,23.png,ams23.png,No,No,Yes,157.6100311,149.88121,127.76658,112.28737,0.5151083,1,Asian,,1,1,7,7,1,3,1,Asian,,1,3,7,4,5,4,1,Asian,,1,1,7,7,1,1,1,Asian,,1,2,7,6,1,2,3,Native Hawaiian or Other Pacific Islander,,1,1,6,7,NA,4,2,Asian,,1,1,7,6,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,122,Asian,men,short,28.png,ams28.png,No,No,Yes,166.6509705,156.72975,125.6157,108.56376,0.51373386,4,Asian,,1,1,7,7,1,2,5,Asian,,2,2,6,7,1,3,4,Asian,,1,1,7,7,1,1,4,Asian,,1,1,7,6,1,2,4,Asian,,1,1,7,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
