,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
489,90,NER-org,bpe_set/removed_named_entities_organization_90.en.bpe,translations/out_removed_named_entities_organization_90.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_organization_90.fr_shuffled.bpe,μ = 29.5 ± 0.6,29.5,49.0,perturbation,shuffled
490,100,NER-per,bpe_set/removed_named_entities_person_100.en.bpe,translations/out_removed_named_entities_person_100.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_100.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
491,10,NER-per,bpe_set/removed_named_entities_person_10.en.bpe,translations/out_removed_named_entities_person_10.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
492,20,NER-per,bpe_set/removed_named_entities_person_20.en.bpe,translations/out_removed_named_entities_person_20.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_20.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
493,30,NER-per,bpe_set/removed_named_entities_person_30.en.bpe,translations/out_removed_named_entities_person_30.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_30.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
494,40,NER-per,bpe_set/removed_named_entities_person_40.en.bpe,translations/out_removed_named_entities_person_40.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_40.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
495,50,NER-per,bpe_set/removed_named_entities_person_50.en.bpe,translations/out_removed_named_entities_person_50.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_50.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
496,60,NER-per,bpe_set/removed_named_entities_person_60.en.bpe,translations/out_removed_named_entities_person_60.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_60.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
497,70,NER-per,bpe_set/removed_named_entities_person_70.en.bpe,translations/out_removed_named_entities_person_70.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_70.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
498,80,NER-per,bpe_set/removed_named_entities_person_80.en.bpe,translations/out_removed_named_entities_person_80.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_80.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
499,90,NER-per,bpe_set/removed_named_entities_person_90.en.bpe,translations/out_removed_named_entities_person_90.fr_shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_person_90.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50.0,perturbation,shuffled
500,100,article,bpe_set/rm_article_100.en.bpe,translations/out_rm_article_100.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_100.fr_shuffled.bpe,μ = 33.0 ± 0.7,33.0,51.0,perturbation,shuffled
501,10,article,bpe_set/rm_article_10.en.bpe,translations/out_rm_article_10.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,51.0,perturbation,shuffled
502,20,article,bpe_set/rm_article_20.en.bpe,translations/out_rm_article_20.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_20.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,51.0,perturbation,shuffled
503,30,article,bpe_set/rm_article_30.en.bpe,translations/out_rm_article_30.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_30.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,51.0,perturbation,shuffled
504,40,article,bpe_set/rm_article_40.en.bpe,translations/out_rm_article_40.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_40.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,51.0,perturbation,shuffled
505,50,article,bpe_set/rm_article_50.en.bpe,translations/out_rm_article_50.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_50.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,51.0,perturbation,shuffled
506,60,article,bpe_set/rm_article_60.en.bpe,translations/out_rm_article_60.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_60.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,51.0,perturbation,shuffled
507,70,article,bpe_set/rm_article_70.en.bpe,translations/out_rm_article_70.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_70.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,51.0,perturbation,shuffled
508,80,article,bpe_set/rm_article_80.en.bpe,translations/out_rm_article_80.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_80.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,51.0,perturbation,shuffled
509,90,article,bpe_set/rm_article_90.en.bpe,translations/out_rm_article_90.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_article_90.fr_shuffled.bpe,μ = 33.3 ± 0.7,33.3,51.0,perturbation,shuffled
510,100,demonstrative,bpe_set/rm_demonstrative_100.en.bpe,translations/out_rm_demonstrative_100.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_100.fr_shuffled.bpe,μ = 33.0 ± 0.7,33.0,52.0,perturbation,shuffled
511,10,demonstrative,bpe_set/rm_demonstrative_10.en.bpe,translations/out_rm_demonstrative_10.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,52.0,perturbation,shuffled
512,20,demonstrative,bpe_set/rm_demonstrative_20.en.bpe,translations/out_rm_demonstrative_20.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_20.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,52.0,perturbation,shuffled
513,30,demonstrative,bpe_set/rm_demonstrative_30.en.bpe,translations/out_rm_demonstrative_30.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_30.fr_shuffled.bpe,μ = 34.0 ± 0.7,34.0,52.0,perturbation,shuffled
514,40,demonstrative,bpe_set/rm_demonstrative_40.en.bpe,translations/out_rm_demonstrative_40.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_40.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,52.0,perturbation,shuffled
515,50,demonstrative,bpe_set/rm_demonstrative_50.en.bpe,translations/out_rm_demonstrative_50.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_50.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,52.0,perturbation,shuffled
516,60,demonstrative,bpe_set/rm_demonstrative_60.en.bpe,translations/out_rm_demonstrative_60.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_60.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,52.0,perturbation,shuffled
517,70,demonstrative,bpe_set/rm_demonstrative_70.en.bpe,translations/out_rm_demonstrative_70.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_70.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,52.0,perturbation,shuffled
518,80,demonstrative,bpe_set/rm_demonstrative_80.en.bpe,translations/out_rm_demonstrative_80.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_80.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,52.0,perturbation,shuffled
519,90,demonstrative,bpe_set/rm_demonstrative_90.en.bpe,translations/out_rm_demonstrative_90.fr_shuffled.tok,en-fr,out_bpe_set/out_rm_demonstrative_90.fr_shuffled.bpe,μ = 33.5 ± 0.7,33.5,52.0,perturbation,shuffled
520,100,determiner,bpe_set/without_DT_100.en.bpe,translations/out_without_DT_100.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_100.fr_shuffled.bpe,μ = 32.1 ± 0.7,32.1,53.0,perturbation,shuffled
521,10,determiner,bpe_set/without_DT_10.en.bpe,translations/out_without_DT_10.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_10.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,53.0,perturbation,shuffled
522,20,determiner,bpe_set/without_DT_20.en.bpe,translations/out_without_DT_20.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_20.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,53.0,perturbation,shuffled
523,30,determiner,bpe_set/without_DT_30.en.bpe,translations/out_without_DT_30.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_30.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,53.0,perturbation,shuffled
524,40,determiner,bpe_set/without_DT_40.en.bpe,translations/out_without_DT_40.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_40.fr_shuffled.bpe,μ = 33.5 ± 0.7,33.5,53.0,perturbation,shuffled
525,50,determiner,bpe_set/without_DT_50.en.bpe,translations/out_without_DT_50.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_50.fr_shuffled.bpe,μ = 33.2 ± 0.7,33.2,53.0,perturbation,shuffled
526,60,determiner,bpe_set/without_DT_60.en.bpe,translations/out_without_DT_60.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_60.fr_shuffled.bpe,μ = 33.1 ± 0.7,33.1,53.0,perturbation,shuffled
527,70,determiner,bpe_set/without_DT_70.en.bpe,translations/out_without_DT_70.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_70.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,53.0,perturbation,shuffled
528,80,determiner,bpe_set/without_DT_80.en.bpe,translations/out_without_DT_80.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_80.fr_shuffled.bpe,μ = 32.6 ± 0.7,32.6,53.0,perturbation,shuffled
529,90,determiner,bpe_set/without_DT_90.en.bpe,translations/out_without_DT_90.fr_shuffled.tok,en-fr,out_bpe_set/out_without_DT_90.fr_shuffled.bpe,μ = 32.4 ± 0.7,32.4,53.0,perturbation,shuffled
530,100,prep.,bpe_set/without_prep_100.en.bpe,translations/out_without_prep_100.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_100.fr_shuffled.bpe,μ = 28.6 ± 0.6,28.6,54.0,perturbation,shuffled
531,10,prep.,bpe_set/without_prep_10.en.bpe,translations/out_without_prep_10.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_10.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,54.0,perturbation,shuffled
532,20,prep.,bpe_set/without_prep_20.en.bpe,translations/out_without_prep_20.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_20.fr_shuffled.bpe,μ = 33.3 ± 0.8,33.3,54.0,perturbation,shuffled
533,30,prep.,bpe_set/without_prep_30.en.bpe,translations/out_without_prep_30.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_30.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,54.0,perturbation,shuffled
534,40,prep.,bpe_set/without_prep_40.en.bpe,translations/out_without_prep_40.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_40.fr_shuffled.bpe,μ = 32.3 ± 0.7,32.3,54.0,perturbation,shuffled
535,50,prep.,bpe_set/without_prep_50.en.bpe,translations/out_without_prep_50.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_50.fr_shuffled.bpe,μ = 31.9 ± 0.7,31.9,54.0,perturbation,shuffled
536,60,prep.,bpe_set/without_prep_60.en.bpe,translations/out_without_prep_60.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_60.fr_shuffled.bpe,μ = 31.0 ± 0.7,31.0,54.0,perturbation,shuffled
537,70,prep.,bpe_set/without_prep_70.en.bpe,translations/out_without_prep_70.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_70.fr_shuffled.bpe,μ = 30.6 ± 0.7,30.6,54.0,perturbation,shuffled
538,80,prep.,bpe_set/without_prep_80.en.bpe,translations/out_without_prep_80.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_80.fr_shuffled.bpe,μ = 30.1 ± 0.7,30.1,54.0,perturbation,shuffled
539,90,prep.,bpe_set/without_prep_90.en.bpe,translations/out_without_prep_90.fr_shuffled.tok,en-fr,out_bpe_set/out_without_prep_90.fr_shuffled.bpe,μ = 29.3 ± 0.6,29.3,54.0,perturbation,shuffled
540,100,corrupt,bpe_set/with_typos_100.en.bpe,translations/out_with_typos_100.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_100.fr_shuffled.bpe,μ = 0.3 ± 0.1,0.3,55.0,perturbation,shuffled
541,10,corrupt,bpe_set/with_typos_10.en.bpe,translations/out_with_typos_10.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_10.fr_shuffled.bpe,μ = 28.9 ± 0.6,28.9,55.0,perturbation,shuffled
542,20,corrupt,bpe_set/with_typos_20.en.bpe,translations/out_with_typos_20.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_20.fr_shuffled.bpe,μ = 23.0 ± 0.6,23.0,55.0,perturbation,shuffled
543,30,corrupt,bpe_set/with_typos_30.en.bpe,translations/out_with_typos_30.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_30.fr_shuffled.bpe,μ = 18.1 ± 0.5,18.1,55.0,perturbation,shuffled
544,40,corrupt,bpe_set/with_typos_40.en.bpe,translations/out_with_typos_40.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_40.fr_shuffled.bpe,μ = 13.2 ± 0.4,13.2,55.0,perturbation,shuffled
545,50,corrupt,bpe_set/with_typos_50.en.bpe,translations/out_with_typos_50.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_50.fr_shuffled.bpe,μ = 9.6 ± 0.3,9.6,55.0,perturbation,shuffled
546,60,corrupt,bpe_set/with_typos_60.en.bpe,translations/out_with_typos_60.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_60.fr_shuffled.bpe,μ = 6.6 ± 0.3,6.6,55.0,perturbation,shuffled
547,70,corrupt,bpe_set/with_typos_70.en.bpe,translations/out_with_typos_70.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_70.fr_shuffled.bpe,μ = 4.2 ± 0.2,4.2,55.0,perturbation,shuffled
548,80,corrupt,bpe_set/with_typos_80.en.bpe,translations/out_with_typos_80.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_80.fr_shuffled.bpe,μ = 2.4 ± 0.1,2.4,55.0,perturbation,shuffled
549,90,corrupt,bpe_set/with_typos_90.en.bpe,translations/out_with_typos_90.fr_shuffled.tok,en-fr,out_bpe_set/out_with_typos_90.fr_shuffled.bpe,μ = 1.2 ± 0.1,1.2,55.0,perturbation,shuffled
550,100,lemma,bpe_set/lemma_100.en.bpe,translations/out_lemma_100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_100.fr_non-shuffled.bpe,μ = 35.7 ± 0.7,35.7,56.0,perturbation,non-shuffled
551,10,lemma,bpe_set/lemma_10.en.bpe,translations/out_lemma_10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_10.fr_non-shuffled.bpe,μ = 41.8 ± 0.7,41.8,56.0,perturbation,non-shuffled
552,20,lemma,bpe_set/lemma_20.en.bpe,translations/out_lemma_20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_20.fr_non-shuffled.bpe,μ = 41.2 ± 0.7,41.2,56.0,perturbation,non-shuffled
553,30,lemma,bpe_set/lemma_30.en.bpe,translations/out_lemma_30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_30.fr_non-shuffled.bpe,μ = 40.5 ± 0.7,40.5,56.0,perturbation,non-shuffled
554,40,lemma,bpe_set/lemma_40.en.bpe,translations/out_lemma_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_40.fr_non-shuffled.bpe,μ = 39.9 ± 0.7,39.9,56.0,perturbation,non-shuffled
555,50,lemma,bpe_set/lemma_50.en.bpe,translations/out_lemma_50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_50.fr_non-shuffled.bpe,μ = 39.3 ± 0.7,39.3,56.0,perturbation,non-shuffled
556,60,lemma,bpe_set/lemma_60.en.bpe,translations/out_lemma_60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_60.fr_non-shuffled.bpe,μ = 38.7 ± 0.7,38.7,56.0,perturbation,non-shuffled
557,70,lemma,bpe_set/lemma_70.en.bpe,translations/out_lemma_70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_70.fr_non-shuffled.bpe,μ = 37.9 ± 0.7,37.9,56.0,perturbation,non-shuffled
558,80,lemma,bpe_set/lemma_80.en.bpe,translations/out_lemma_80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_80.fr_non-shuffled.bpe,μ = 37.3 ± 0.7,37.3,56.0,perturbation,non-shuffled
559,90,lemma,bpe_set/lemma_90.en.bpe,translations/out_lemma_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_lemma_90.fr_non-shuffled.bpe,μ = 36.4 ± 0.7,36.4,56.0,perturbation,non-shuffled
560,100,punct.,bpe_set/no_punctuation_100.en.bpe,translations/out_no_punctuation_100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_100.fr_non-shuffled.bpe,μ = 40.1 ± 0.7,40.1,57.0,perturbation,non-shuffled
561,10,punct.,bpe_set/no_punctuation_10.en.bpe,translations/out_no_punctuation_10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_10.fr_non-shuffled.bpe,μ = 42.1 ± 0.7,42.1,57.0,perturbation,non-shuffled
562,20,punct.,bpe_set/no_punctuation_20.en.bpe,translations/out_no_punctuation_20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_20.fr_non-shuffled.bpe,μ = 41.9 ± 0.7,41.9,57.0,perturbation,non-shuffled
563,30,punct.,bpe_set/no_punctuation_30.en.bpe,translations/out_no_punctuation_30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_30.fr_non-shuffled.bpe,μ = 41.8 ± 0.7,41.8,57.0,perturbation,non-shuffled
564,40,punct.,bpe_set/no_punctuation_40.en.bpe,translations/out_no_punctuation_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_40.fr_non-shuffled.bpe,μ = 41.7 ± 0.7,41.7,57.0,perturbation,non-shuffled
565,50,punct.,bpe_set/no_punctuation_50.en.bpe,translations/out_no_punctuation_50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_50.fr_non-shuffled.bpe,μ = 41.4 ± 0.7,41.4,57.0,perturbation,non-shuffled
566,60,punct.,bpe_set/no_punctuation_60.en.bpe,translations/out_no_punctuation_60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_60.fr_non-shuffled.bpe,μ = 41.2 ± 0.7,41.2,57.0,perturbation,non-shuffled
567,70,punct.,bpe_set/no_punctuation_70.en.bpe,translations/out_no_punctuation_70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_70.fr_non-shuffled.bpe,μ = 40.8 ± 0.7,40.9,57.0,perturbation,non-shuffled
568,80,punct.,bpe_set/no_punctuation_80.en.bpe,translations/out_no_punctuation_80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_80.fr_non-shuffled.bpe,μ = 40.5 ± 0.7,40.5,57.0,perturbation,non-shuffled
569,90,punct.,bpe_set/no_punctuation_90.en.bpe,translations/out_no_punctuation_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_no_punctuation_90.fr_non-shuffled.bpe,μ = 40.1 ± 0.7,40.1,57.0,perturbation,non-shuffled
570,100,NER-all,bpe_set/removed_named_allentities_100.en.bpe,translations/out_removed_named_allentities_100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_100.fr_non-shuffled.bpe,μ = 27.3 ± 0.6,27.3,58.0,perturbation,non-shuffled
571,10,NER-all,bpe_set/removed_named_allentities_10.en.bpe,translations/out_removed_named_allentities_10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_10.fr_non-shuffled.bpe,μ = 40.7 ± 0.7,40.7,58.0,perturbation,non-shuffled
572,20,NER-all,bpe_set/removed_named_allentities_20.en.bpe,translations/out_removed_named_allentities_20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_20.fr_non-shuffled.bpe,μ = 38.9 ± 0.7,38.9,58.0,perturbation,non-shuffled
573,30,NER-all,bpe_set/removed_named_allentities_30.en.bpe,translations/out_removed_named_allentities_30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_30.fr_non-shuffled.bpe,μ = 37.2 ± 0.7,37.2,58.0,perturbation,non-shuffled
574,40,NER-all,bpe_set/removed_named_allentities_40.en.bpe,translations/out_removed_named_allentities_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_40.fr_non-shuffled.bpe,μ = 35.9 ± 0.6,35.9,58.0,perturbation,non-shuffled
575,50,NER-all,bpe_set/removed_named_allentities_50.en.bpe,translations/out_removed_named_allentities_50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_50.fr_non-shuffled.bpe,μ = 34.2 ± 0.6,34.2,58.0,perturbation,non-shuffled
576,60,NER-all,bpe_set/removed_named_allentities_60.en.bpe,translations/out_removed_named_allentities_60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_60.fr_non-shuffled.bpe,μ = 32.7 ± 0.6,32.7,58.0,perturbation,non-shuffled
577,70,NER-all,bpe_set/removed_named_allentities_70.en.bpe,translations/out_removed_named_allentities_70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_70.fr_non-shuffled.bpe,μ = 31.3 ± 0.6,31.3,58.0,perturbation,non-shuffled
578,80,NER-all,bpe_set/removed_named_allentities_80.en.bpe,translations/out_removed_named_allentities_80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_80.fr_non-shuffled.bpe,μ = 29.8 ± 0.6,29.8,58.0,perturbation,non-shuffled
579,90,NER-all,bpe_set/removed_named_allentities_90.en.bpe,translations/out_removed_named_allentities_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_allentities_90.fr_non-shuffled.bpe,μ = 28.4 ± 0.6,28.4,58.0,perturbation,non-shuffled
580,100,number,bpe_set/removed_named_entities_cardinal_100.en.bpe,translations/out_removed_named_entities_cardinal_100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_cardinal_100.fr_non-shuffled.bpe,μ = 40.7 ± 0.7,40.7,59.0,perturbation,non-shuffled
581,10,number,bpe_set/removed_named_entities_cardinal_10.en.bpe,translations/out_removed_named_entities_cardinal_10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_cardinal_10.fr_non-shuffled.bpe,μ = 42.2 ± 0.7,42.2,59.0,perturbation,non-shuffled
582,20,number,bpe_set/removed_named_entities_cardinal_20.en.bpe,translations/out_removed_named_entities_cardinal_20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_cardinal_20.fr_non-shuffled.bpe,μ = 42.0 ± 0.7,42.0,59.0,perturbation,non-shuffled
583,30,number,bpe_set/removed_named_entities_cardinal_30.en.bpe,translations/out_removed_named_entities_cardinal_30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_cardinal_30.fr_non-shuffled.bpe,μ = 41.8 ± 0.7,41.8,59.0,perturbation,non-shuffled
584,40,number,bpe_set/removed_named_entities_cardinal_40.en.bpe,translations/out_removed_named_entities_cardinal_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_removed_named_entities_cardinal_40.fr_non-shuffled.bpe,μ = 41.6 ± 0.7,41.6,59.0,perturbation,non-shuffled
